reclass,Value1,Value2,Count,C_01,SN_Source,SN_NatureTypeCode,C_02,C_03,C_05,C_06,SN_Overall_LandCover,SN_Sub1_NatureLandCover,SN_Sub2_NatureLandCover,SN_Exclude_Modelling,SN_Suitability,SN_ModelClass,SN_Combined_Cat,SN_ForestOpen,ForestShrubOpen,SN_Wet_Dry,SN_Wet_Medium_Dry,SN_Rich_Poor,SN_Calcarious_Acidic,SN_SoilType,SN_Non_native,SN_Deciduous_Coniferous,Coastal_Inland,Comments
6,789,789,2623,40722000,HabitatDirective,7220,Kildevæld,Petrifying springs with tufa formation (Cratoneurion),"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
16,790,790,1714,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
3,791,791,2221,40621000,HabitatDirective,6210,Kalkoverdrev,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,,Native,NA,Coastal,
6,792,792,346,40722000,HabitatDirective,7220,Kildevæld,Petrifying springs with tufa formation (Cratoneurion),"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
6,793,793,95,40722000,HabitatDirective,7220,Kildevæld,Petrifying springs with tufa formation (Cratoneurion),"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
1,794,794,4228,20611400,TBD,TBD,Hassel,Hazel,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
3,795,795,1649,40621000,HabitatDirective,6210,Kalkoverdrev,Semi-natural dry grasslands and scrubland facies on calcareous substrates (Festuco-Brometalia),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Calcarious,,Native,NA,Coastal,
11,796,796,790256,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,797,797,172,40722000,HabitatDirective,7220,Kildevæld,Petrifying springs with tufa formation (Cratoneurion),"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
11,798,798,602,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,799,799,6031,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,800,800,67029,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,801,801,3363,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,802,802,40416,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,803,803,289,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,804,804,29155,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
16,805,805,73,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
3,806,806,324,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
11,807,807,21207,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
10,808,808,26832,20621200,TBD,TBD,Hybridlærk,Hybrid larch,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Coniferous,Indiff,
1,809,809,203,20611900,TBD,TBD,Kristtorn,Holly,311000 Skov,311000 Forest,Forest dry,Forest dry,Forest dry,Include,DryRich,ForestDryRich,Forest dry,Forest,Forest,Dry,Dry,Rich,Neutral,,Native,Deciduous,Indiff,
16,810,810,132,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
16,811,811,355,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
16,812,812,17,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
1,813,813,51058,20612400,TBD,TBD,Rødeg,Red oak,311000 Skov,311000 Forest,Exclude,Non-native,Non-native,Exclude,Exclude,Exclude,Forest dry,Forest,Forest,Dry,Dry,NA,NA,NA,Non-native,Deciduous,Indiff,
5,814,814,79,30000500,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
12,815,815,8,50990109,,,"Teknisk areal, Rekreativt anlæg","Technical area, Recreation area",130000 Rekreativt område / sportsanlæg,130000 Recreation area / sports ground,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,816,816,13126,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,817,817,2762,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,818,818,4744,10200700,,,Ã˜velsesareal,Practice ground,124000 Andet bebyggelse,124000 Other built up,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,819,819,323,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,820,820,5047,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,821,821,71,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,822,822,122,20320600,TBD,TBD,Klit,Dune,"321000 Natur, tør","321000 Nature, dry",Open dry,Dune,Dune,Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Neutral,Sand,Native,NA,Coastal,
5,823,823,8505,10310400,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,824,824,141,40133000,HabitatDirective,1330,Strandeng,Atlantic salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,825,825,1952,20310200,TBD,TBD,Strandsump,Coastal swamp,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,826,826,1461,20310400,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,827,827,1367,10310200,TBD,TBD,Strandsump,Coastal swamp,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
11,828,828,3328,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,829,829,4,50990115,,,"Teknisk areal, Militært anlæg","Technical area, Military site",124000 Andet bebyggelse,124000 Other built up,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
16,830,830,62820,10220200,TBD,TBD,Bæltevej,Tank track,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
6,831,831,759,20310300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
11,832,832,323,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,833,833,90,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
3,834,834,1233,10320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
9,835,835,3899,20310100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
11,836,836,574,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,837,837,2867,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,838,838,4505,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,839,839,50,30000500,Paragraph3?,TDB,Strandeng,Coastal meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
5,840,840,568,40133000,HabitatDirective,1330,Strandeng,Atlantic salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
4,841,841,11,20320100,Paragraph3,TBD,Hede,Heather,"321000 Natur, tør","321000 Nature, dry",Open dry,Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Acidic,Sand,Native,NA,Coastal or indland,Paragraph 3 heaths can be both inland or coastal
11,842,842,64703,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,843,843,1020,20320400,TBD,TBD,"Slette, Overdrev (Slette)",Plain,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Both,Both,,Native,NA,Both,Expected to be biological grasslands (overdrev). But unclear from the description. Could be considered excluded. 
11,844,844,7014,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
3,845,845,421,20600300,TBD,TBD,Skrænt,Hillside,"321000 Natur, tør","321000 Nature, dry",Exclude,Potential grassland,"Grassland, heath and potential grassland",Exclude,Exclude,Exclude,NA,NA,NA,Dry,Dry,NA,NA,,NA,NA,NA,"This can be different nature types, open or closed, rich or poor … Suggest excluding from the model."
11,846,846,5027,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,847,847,2278242,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,848,848,54746,50996304,,,"Vejmidte, Motortrafikvej","Road centreline, Secondary highway","141000 Vej, befæsted","141000 Road, paved",Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,849,849,2386,20201600,,,Grusgrav,Gravel pit,160000 Råstofudvinding,160000 Resource extraction,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
6,850,850,2866,40723000,HabitatDirective,7230,Rigkær,Alkaline fens,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Wet,Poor,Calcarious,,Native,NA,Both,
16,851,851,3,20230000,TBD,TBD,Brandbaelte,Fire break,"321000 Natur, tør","321000 Nature, dry",Exclude,"Potential grassland, human disturbance","Grassland, heath and potential grassland",Exclude?,Exclude,Exclude,"Nature dry, human disturbance",Open,Open,Dry,Dry,Indiff,Indiff,Indiff,NA,NA,Indiff,
3,852,852,321,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
3,853,853,103,20600200,TBD,TBD,Ukultiveret areal,Uncultivated area,"321000 Natur, tør","321000 Nature, dry",Open dry,Potential grassland,"Grassland, heath and potential grassland",Include,DryBoth,OpenDryBoth,Open dry,Open,Open,Dry,Dry,Indiff,Indiff,Indiff,Native,NA,,
11,854,854,3283,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,855,855,6649,40122000,HabitatDirective,1220,Strandvold med flerårig vegetation,Perennial vegetation of stony banks,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Rich,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
11,856,856,260,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,857,857,434,40219000,HabitatDirective,2190,Klitlavning,Humid dune slacks,"321000 Natur, tør","321000 Nature, dry",Open wet,Heath,"Wet meadows, bogs and springs",Include,WetPoor,OpenWetPoor,Open wet,Open,Open,Wet,Moist,Poor,Both,Peat,Native,NA,Both,"Basemap classifies ""Dune slacks"" as dry: They are generally wet and here classified as such"
11,858,858,2959,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
9,859,859,2575,20310100,Paragraph3,TBD,Eng,Wet meadow,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Moist,Both,Neutral,Indiff,Native,NA,indiff,"Paragraf 3 wet meadows some can be poor, but most are expected to be relatively rich"
6,860,860,4787,30000300,Paragraph3,TBD,Mose,Mire / bog,"322000 Natur, våd","322000 Nature, wet",Open wet,"Wet meadows, bogs and springs","Wet meadows, bogs and springs",Include,WetBoth,OpenWetBoth,Open wet,Open,Open,Wet,Wet,Both,Both,Peat,Native,NA,Both,Paragraph 3 bogs - can be moth nutrient rich and poor. 
12,861,861,27379,20200600,,,Golfbane,Golf course,130000 Rekreativt område / sportsanlæg,130000 Recreation area / sports ground,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,862,862,36,40213000,HabitatDirective,2130,Grå/grøn klit,Fixed coastal dunes with herbaceous vegetation (grey dunes),"321000 Natur, tør","321000 Nature, dry",Open dry,Grassland-Heath,"Grassland, heath and potential grassland",Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Neutral,Sand,Native,NA,Coastal,"Can be either calcarous, neutral or acidic."
11,863,863,21162,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,864,864,670,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,865,865,2777,40122000,HabitatDirective,1220,Strandvold med flerårig vegetation,Perennial vegetation of stony banks,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Rich,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
5,866,866,8181,40122000,HabitatDirective,1220,Strandvold med flerårig vegetation,Perennial vegetation of stony banks,"321000 Natur, tør","321000 Nature, dry",Open dry,Coastal meadows and related habitats,Coastal meadows and related habitats,Exclude?,Exclude,Exclude,Open dry,Open,Open,Dry,Moist,Rich,Both ,,Native,NA,Coastal,"Are unlikely to develop on former field transformed to nature. Hence, could potentially be excluded. "
11,867,867,5321,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12,868,868,30,50990109,,,"Teknisk areal, Rekreativt anlæg","Technical area, Recreation area",130000 Rekreativt område / sportsanlæg,130000 Recreation area / sports ground,Building and infrastructure,NoLowTerrestialNature,NoLowTerrestialNature,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
11,869,869,46,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
2,870,870,733,20320600,TBD,TBD,Klit,Dune,"321000 Natur, tør","321000 Nature, dry",Open dry,Dune,Dune,Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Neutral,Sand,Native,NA,Coastal,
2,871,871,14,20320600,TBD,TBD,Klit,Dune,"321000 Natur, tør","321000 Nature, dry",Open dry,Dune,Dune,Include,DryPoor,OpenDryPoor,Open dry,Open,Open,Dry,Dry,Poor,Neutral,Sand,Native,NA,Coastal,
11,872,872,4010,50600000,,,Land,Land,800000 Ikke kortlagt,800000 Unmapped,NA,NA,NA,Exclude,Exclude,Exclude,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
5,873,873,12,40133000,HabitatDirective,1330,Strandeng,Atlantic salt meadows,"322000 Natur, våd","322000 Nature, wet",Open wet,Coastal meadows and related habitats,Coastal meadows and related habitats,Include,WetRich,OpenWetRich ,Open wet,Open,Open,Wet,Wet,Rich,Neutral,,Native,NA,Coastal,
