Taxa,currentCanonicalFull,usageKey,acceptedUsageKey,speciesKey,confidence,matchType,status,canonicalName,scientificName,kingdom,phylum,class,order,family,genus,species,rank,gbif_speciesKey
Acanthocnema nigrimana,Acanthocnema nigrimana,1555595,NA,1555595,99,EXACT,ACCEPTED,Acanthocnema nigrimana,"Acanthocnema nigrimana (Zetterstedt, 1846)",Animalia,Arthropoda,Insecta,Diptera,Scathophagidae,Acanthocnema,Acanthocnema nigrimana,SPECIES,1555595
Acanthocyclops robustus,Acanthocyclops robustus,2116772,NA,2116772,99,EXACT,ACCEPTED,Acanthocyclops robustus,"Acanthocyclops robustus (Sars G.O., 1863)",Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops robustus,SPECIES,2116772
Acanthocyclops vernalis,Acanthocyclops vernalis,2116777,NA,2116777,99,EXACT,ACCEPTED,Acanthocyclops vernalis,"Acanthocyclops vernalis (Fischer, 1853)",Animalia,Arthropoda,Copepoda,Cyclopoida,Cyclopidae,Acanthocyclops,Acanthocyclops vernalis,SPECIES,2116777
Acanthodoris pilosa,Acanthodoris pilosa,2292107,NA,2292107,99,EXACT,ACCEPTED,Acanthodoris pilosa,"Acanthodoris pilosa (Abildgaard, 1789)",Animalia,Mollusca,Gastropoda,Nudibranchia,Onchidorididae,Acanthodoris,Acanthodoris pilosa,SPECIES,2292107
Acantholeberis curvirostris,Acantholeberis curvirostris,2234607,NA,2234607,99,EXACT,ACCEPTED,Acantholeberis curvirostris,"Acantholeberis curvirostris (O.F.Müller, 1776)",Animalia,Arthropoda,Branchiopoda,Diplostraca,Acantholeberidae,Acantholeberis,Acantholeberis curvirostris,SPECIES,2234607
Acantholycosa lignaria,Acantholycosa lignaria,2147520,NA,2147520,99,EXACT,ACCEPTED,Acantholycosa lignaria,"Acantholycosa lignaria (Clerck, 1757)",Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Acantholycosa,Acantholycosa lignaria,SPECIES,2147520
Acantholyda erythrocephala,Acantholyda erythrocephala,1248774,NA,1248774,99,EXACT,ACCEPTED,Acantholyda erythrocephala,"Acantholyda erythrocephala (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,Acantholyda,Acantholyda erythrocephala,SPECIES,1248774
Acantholyda hieroglyphica,Acantholyda hieroglyphica,4492356,NA,4492356,99,EXACT,ACCEPTED,Acantholyda hieroglyphica,"Acantholyda hieroglyphica (Christ, 1791)",Animalia,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,Acantholyda,Acantholyda hieroglyphica,SPECIES,4492356
Acantholyda posticalis,Acantholyda posticalis,4492358,NA,4492358,98,EXACT,ACCEPTED,Acantholyda posticalis,"Acantholyda posticalis Matsumura, 1912",Animalia,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,Acantholyda,Acantholyda posticalis,SPECIES,4492358
Acanthonitschkea tristis,Acanthonitschkea tristis,8693810,NA,8693810,99,EXACT,ACCEPTED,Acanthonitschkea tristis,Acanthonitschkea tristis (J.Kickx f.) Nannf.,Fungi,Ascomycota,Sordariomycetes,Coronophorales,Nitschkiaceae,Acanthonitschkea,Acanthonitschkea tristis,SPECIES,8693810
Acanthonotozoma serratum,Acanthonotozoma serratum,2217478,NA,2217478,99,EXACT,ACCEPTED,Acanthonotozoma serratum,"Acanthonotozoma serratum (O.Fabricius, 1780)",Animalia,Arthropoda,Malacostraca,Amphipoda,Acanthonotozomatidae,Acanthonotozoma,Acanthonotozoma serratum,SPECIES,2217478
Acanthophiobolus helicosporus,Acanthophiobolus helicosporus,2613737,NA,2613737,99,EXACT,ACCEPTED,Acanthophiobolus helicosporus,Acanthophiobolus helicosporus (Berk. & Broome) J.Walker,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Acanthophiobolus,Acanthophiobolus helicosporus,SPECIES,2613737
Acanthopsyche atra,Acanthopsyche atra,1853593,NA,1853593,99,EXACT,ACCEPTED,Acanthopsyche atra,"Acanthopsyche atra (Linnaeus, 1767)",Animalia,Arthropoda,Insecta,Lepidoptera,Psychidae,Acanthopsyche,Acanthopsyche atra,SPECIES,1853593
Acanthoscelides obtectus,Acanthoscelides obtectus,1047525,NA,1047525,99,EXACT,ACCEPTED,Acanthoscelides obtectus,"Acanthoscelides obtectus (Say, 1831)",Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Acanthoscelides,Acanthoscelides obtectus,SPECIES,1047525
Acanthosoma haemorrhoidale,Acanthosoma haemorrhoidale,5866246,NA,5866246,99,EXACT,ACCEPTED,Acanthosoma haemorrhoidale,"Acanthosoma haemorrhoidale (Linnaeus, 1758)",Animalia,Arthropoda,Insecta,Hemiptera,Acanthosomatidae,Acanthosoma,Acanthosoma haemorrhoidale,SPECIES,5866246
Acanthosphaera zachariasii,Acanthosphaera zachariasii,6135987,NA,6135987,99,EXACT,ACCEPTED,Acanthosphaera zachariasii,"Acanthosphaera zachariasii Lemmerm., 1898",Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Acanthosphaera,Acanthosphaera zachariasii,SPECIES,6135987
Acanthostigma ellisii,Acanthostigma ellisii,2613819,NA,2613819,99,EXACT,ACCEPTED,Acanthostigma ellisii,Acanthostigma ellisii Sacc. & P.Syd.,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Acanthostigma,Acanthostigma ellisii,SPECIES,2613819
Acanthostigmella orthoseta,Acanthostigmella orthoseta,5262013,NA,5262013,99,EXACT,ACCEPTED,Acanthostigmella orthoseta,Acanthostigmella orthoseta Höhn.,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Acanthostigmella,Acanthostigmella orthoseta,SPECIES,5262013
Acanthostigma minutum,Acanthostigmina minuta,2613817,NA,2613817,99,EXACT,ACCEPTED,Acanthostigmina minuta,Acanthostigmina minuta (Fuckel) Clem. & Shear,Fungi,Ascomycota,Dothideomycetes,Tubeufiales,Tubeufiaceae,Acanthostigmina,Acanthostigmina minuta,SPECIES,2613817
Acanthothrips nodicornis,Acanthothrips nodicornis,1420401,NA,1420401,99,EXACT,ACCEPTED,Acanthothrips nodicornis,"Acanthothrips nodicornis (Reuter, 1880)",Animalia,Arthropoda,Insecta,Thysanoptera,Phlaeothripidae,Acanthothrips,Acanthothrips nodicornis,SPECIES,1420401
Acanthus hungaricus,Acanthus hungaricus,8116963,NA,8116963,99,EXACT,ACCEPTED,Acanthus hungaricus,Acanthus hungaricus (Borbás) Baen.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,Acanthus hungaricus,SPECIES,8116963
Acanthus mollis,Acanthus mollis,5415455,NA,5415455,97,EXACT,ACCEPTED,Acanthus mollis,Acanthus mollis L.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Acanthus,Acanthus mollis,SPECIES,5415455
Acaphyllisa salicobia,Acaphyllisa salicobia,4543501,NA,4543501,99,EXACT,ACCEPTED,Acaphyllisa salicobia,"Acaphyllisa salicobia (Nalepa, 1892)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Acaphyllisa,Acaphyllisa salicobia,SPECIES,4543501
Acarapis woodi,Acarapis woodi,4542910,NA,4542910,99,EXACT,ACCEPTED,Acarapis woodi,"Acarapis woodi (Rennie, 1921)",Animalia,Arthropoda,Arachnida,Trombidiformes,Tarsonemidae,Acarapis,Acarapis woodi,SPECIES,4542910
Acaropsis docta,Acaropsis docta,8777268,NA,8777268,99,EXACT,ACCEPTED,Acaropsis docta,"Acaropsis docta Berlese, 1886",Animalia,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,Acaropsis,Acaropsis docta,SPECIES,8777268
Acaropsis fragilis,Acaropsis fragilis,10798698,NA,10798698,99,EXACT,ACCEPTED,Acaropsis fragilis,Acaropsis fragilis Berlese,Animalia,Arthropoda,Arachnida,Trombidiformes,Cheyletidae,Acaropsis,Acaropsis fragilis,SPECIES,10798698
Acarospora cervina,Acarospora cervina,2600552,NA,2600552,99,EXACT,ACCEPTED,Acarospora cervina,Acarospora cervina A.Massal.,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora cervina,SPECIES,2600552
Acarospora fuscata,Acarospora fuscata,7250044,NA,7250044,98,EXACT,ACCEPTED,Acarospora fuscata,Acarospora fuscata (Ach.) Arnold,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora fuscata,SPECIES,7250044
Acarospora gallica,Acarospora gallica,2600507,NA,2600507,99,EXACT,ACCEPTED,Acarospora gallica,Acarospora gallica H.Magn.,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora gallica,SPECIES,2600507
Acarospora insolata,Acarospora insolata,2600554,NA,2600554,99,EXACT,ACCEPTED,Acarospora insolata,Acarospora insolata H.Magn.,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora insolata,SPECIES,2600554
Acarospora nitrophila,Acarospora nitrophila,2600531,NA,2600531,99,EXACT,ACCEPTED,Acarospora nitrophila,Acarospora nitrophila H.Magn.,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora nitrophila,SPECIES,2600531
Acarospora pyrenopsoides,Acarospora pyrenopsoides,2600543,NA,2600543,99,EXACT,ACCEPTED,Acarospora pyrenopsoides,Acarospora pyrenopsoides H.Magn.,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora pyrenopsoides,SPECIES,2600543
Acarospora veronensis,Acarospora veronensis,2600544,NA,2600544,99,EXACT,ACCEPTED,Acarospora veronensis,Acarospora veronensis A.Massal.,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora veronensis,SPECIES,2600544
Acarospora versicolor,Acarospora versicolor,2600519,NA,2600519,99,EXACT,ACCEPTED,Acarospora versicolor,Acarospora versicolor Bagl. & Carestia,Fungi,Ascomycota,Lecanoromycetes,Acarosporales,Acarosporaceae,Acarospora,Acarospora versicolor,SPECIES,2600519
Acartauchenius scurrilis,Acartauchenius scurrilis,2136710,NA,2136710,99,EXACT,ACCEPTED,Acartauchenius scurrilis,"Acartauchenius scurrilis (O.Pickard-Cambridge, 1873)",Animalia,Arthropoda,Arachnida,Araneae,Linyphiidae,Acartauchenius,Acartauchenius scurrilis,SPECIES,2136710
Acartia bifilosa,Acartia bifilosa,2114441,NA,2114441,99,EXACT,ACCEPTED,Acartia bifilosa,"Acartia bifilosa (Giesbrecht, 1881)",Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia bifilosa,SPECIES,2114441
Acartia clausi,Acartia clausi,2114445,NA,2114445,99,EXACT,ACCEPTED,Acartia clausi,"Acartia clausi Giesbrecht, 1889",Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia clausi,SPECIES,2114445
Acartia discaudata,Acartia discaudata,2114425,NA,2114425,99,EXACT,ACCEPTED,Acartia discaudata,"Acartia discaudata (Giesbrecht, 1881)",Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia discaudata,SPECIES,2114425
Acartia longiremis,Acartia longiremis,2114439,NA,2114439,99,EXACT,ACCEPTED,Acartia longiremis,"Acartia longiremis (Lilljeborg, 1853)",Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia longiremis,SPECIES,2114439
Acartia tonsa,Acartia tonsa,2114446,NA,2114446,99,EXACT,ACCEPTED,Acartia tonsa,"Acartia tonsa Dana, 1849",Animalia,Arthropoda,Copepoda,Calanoida,Acartiidae,Acartia,Acartia tonsa,SPECIES,2114446
Acartophthalmus bicolor,Acartophthalmus bicolor,1443616,NA,1443616,99,EXACT,ACCEPTED,Acartophthalmus bicolor,"Acartophthalmus bicolor Oldenberg, 1910",Animalia,Arthropoda,Insecta,Diptera,Acartophthalmidae,Acartophthalmus,Acartophthalmus bicolor,SPECIES,1443616
Acartophthalmus nigrinus,Acartophthalmus nigrinus,1443614,NA,1443614,99,EXACT,ACCEPTED,Acartophthalmus nigrinus,"Acartophthalmus nigrinus (Zetterstedt, 1848)",Animalia,Arthropoda,Insecta,Diptera,Acartophthalmidae,Acartophthalmus,Acartophthalmus nigrinus,SPECIES,1443614
Acarus dimidiatus,Acarus dimidiatus,8045004,NA,8045004,99,EXACT,ACCEPTED,Acarus dimidiatus,"Acarus dimidiatus Hermann, 1804",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Acaridae,Acarus,Acarus dimidiatus,SPECIES,8045004
Acarus siro,Acarus siro,5799830,NA,5799830,99,EXACT,ACCEPTED,Acarus siro,"Acarus siro Linnaeus, 1758",Animalia,Arthropoda,Arachnida,Sarcoptiformes,Acaridae,Acarus,Acarus siro,SPECIES,5799830
Acasis viretata,Acasis viretata,7681733,NA,7681733,99,EXACT,ACCEPTED,Acasis viretata,"Acasis viretata (Hübner, 1799)",Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Acasis,Acasis viretata,SPECIES,7681733
Acaudinum centaureae,Acaudinum centaureae,2070055,NA,2070055,99,EXACT,ACCEPTED,Acaudinum centaureae,"Acaudinum centaureae (Koch, 1854)",Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Acaudinum,Acaudinum centaureae,SPECIES,2070055
Acaulis primarius,Acaulis primarius,2266102,NA,2266102,99,EXACT,ACCEPTED,Acaulis primarius,"Acaulis primarius Stimpson, 1853",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Acaulidae,Acaulis,Acaulis primarius,SPECIES,2266102
Acaulon muticum,Acaulon muticum,5280933,NA,5280933,97,EXACT,ACCEPTED,Acaulon muticum,Acaulon muticum (Schreb. ex Hedw.) Müll.Hal.,Plantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Acaulon,Acaulon muticum,SPECIES,5280933
Accacladium serpentulus,Accacladium serpentulum,7837772,NA,7837772,99,EXACT,ACCEPTED,Accacladium serpentulum,"Accacladium serpentulum Odhner, 1928",Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Accacoeliidae,Accacladium,Accacladium serpentulum,SPECIES,7837772
Accacladocoelium alveolatum,Accacladocoelium alveolatum,2504730,NA,2504730,99,EXACT,ACCEPTED,Accacladocoelium alveolatum,"Accacladocoelium alveolatum Robinson, 1934",Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Accacoeliidae,Accacladocoelium,Accacladocoelium alveolatum,SPECIES,2504730
Accacladocoelium macrocotyle,Accacladocoelium macrocotyle,2504732,NA,2504732,97,EXACT,ACCEPTED,Accacladocoelium macrocotyle,"Accacladocoelium macrocotyle (Diesing, 1858) Robinson, 1934",Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Accacoeliidae,Accacladocoelium,Accacladocoelium macrocotyle,SPECIES,2504732
Accacladocoelium nigroflavum,Accacladocoelium nigroflavum,2504733,NA,2504733,97,EXACT,ACCEPTED,Accacladocoelium nigroflavum,"Accacladocoelium nigroflavum (Rudolphi, 1819) Robinson, 1934",Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Accacoeliidae,Accacladocoelium,Accacladocoelium nigroflavum,SPECIES,2504733
Accacladocoelium petasiporum,Accacladocoelium petasiporum,2504734,NA,2504734,99,EXACT,ACCEPTED,Accacladocoelium petasiporum,"Accacladocoelium petasiporum Odhner, 1928",Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Accacoeliidae,Accacladocoelium,Accacladocoelium petasiporum,SPECIES,2504734
Accacoelium contortum,Accacoelium contortum,2504722,NA,2504722,99,EXACT,ACCEPTED,Accacoelium contortum,"Accacoelium contortum (Rudolphi, 1819) Looss, 1899",Animalia,Platyhelminthes,Trematoda,Plagiorchiida,Accacoeliidae,Accacoelium,Accacoelium contortum,SPECIES,2504722
Accipiter gentilis,Accipiter gentilis,2480589,NA,2480589,99,EXACT,ACCEPTED,Accipiter gentilis,"Accipiter gentilis (Linnaeus, 1758)",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter gentilis,SPECIES,2480589
Accipiter nisus,Accipiter nisus,2480637,NA,2480637,99,EXACT,ACCEPTED,Accipiter nisus,"Accipiter nisus (Linnaeus, 1758)",Animalia,Chordata,Aves,Accipitriformes,Accipitridae,Accipiter,Accipiter nisus,SPECIES,2480637
Acentria ephemerella,Acentria ephemerella,4531687,NA,4531687,99,EXACT,ACCEPTED,Acentria ephemerella,"Acentria ephemerella (Denis & Schiffermüller, 1775)",Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Acentria,Acentria ephemerella,SPECIES,4531687
Acer campestre,Acer campestre,3189863,NA,3189863,99,EXACT,ACCEPTED,Acer campestre,Acer campestre L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer campestre,SPECIES,3189863
Acer cappadocicum,Acer cappadocicum,7262908,NA,7262908,99,EXACT,ACCEPTED,Acer cappadocicum,Acer cappadocicum Gled.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer cappadocicum,SPECIES,7262908
Acer circinatum,Acer circinatum,3189884,NA,3189884,99,EXACT,ACCEPTED,Acer circinatum,Acer circinatum Pursh,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer circinatum,SPECIES,3189884
Acer trautvetteri,Acer heldreichii subsp. trautvetteri,8632013,NA,7375236,99,EXACT,ACCEPTED,Acer heldreichii trautvetteri,Acer heldreichii subsp. trautvetteri (Medw.) A.E.Murray,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer heldreichii,SUBSPECIES,7375236
Acer lobelii,Acer lobelii,3767917,NA,3767917,99,EXACT,ACCEPTED,Acer lobelii,Acer lobelii Ten.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer lobelii,SPECIES,3767917
Acer negundo,Acer negundo,3189866,NA,3189866,99,EXACT,ACCEPTED,Acer negundo,Acer negundo L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer negundo,SPECIES,3189866
Acer obtusatum,Acer obtusatum,7100324,NA,7100324,97,EXACT,ACCEPTED,Acer obtusatum,Acer obtusatum Waldst. & Kit. ex Willd.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer obtusatum,SPECIES,7100324
Acer palmatum,Acer palmatum,3189882,NA,3189882,97,EXACT,ACCEPTED,Acer palmatum,Acer palmatum Thunb.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer palmatum,SPECIES,3189882
Acer platanoides,Acer platanoides,3189846,NA,3189846,99,EXACT,ACCEPTED,Acer platanoides,Acer platanoides L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer platanoides,SPECIES,3189846
Acer pseudoplatanus,Acer pseudoplatanus,3189870,NA,3189870,97,EXACT,ACCEPTED,Acer pseudoplatanus,Acer pseudoplatanus L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer pseudoplatanus,SPECIES,3189870
Acer rubrum,Acer rubrum,3189883,NA,3189883,97,EXACT,ACCEPTED,Acer rubrum,Acer rubrum L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer rubrum,SPECIES,3189883
Acer saccharinum,Acer saccharinum,3189837,NA,3189837,97,EXACT,ACCEPTED,Acer saccharinum,Acer saccharinum L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer saccharinum,SPECIES,3189837
Acer tataricum,Acer tataricum,3189843,NA,3189843,99,EXACT,ACCEPTED,Acer tataricum,Acer tataricum L.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Acer,Acer tataricum,SPECIES,3189843
Acerella tiarnea,Acerella tiarnea,2118626,NA,2118626,99,EXACT,ACCEPTED,Acerella tiarnea,"Acerella tiarnea (Berlese, 1908)",Animalia,Arthropoda,Protura,Protura,Acerentomidae,Acerella,Acerella tiarnea,SPECIES,2118626
Acerentulus confinis,Acerentulus confinis,2118705,NA,2118705,99,EXACT,ACCEPTED,Acerentulus confinis,"Acerentulus confinis (Berlese, 1908)",Animalia,Arthropoda,Protura,Protura,Acerentomidae,Acerentulus,Acerentulus confinis,SPECIES,2118705
Aceria artemisiae,Aceria artemisiae,4544685,NA,4544685,99,EXACT,ACCEPTED,Aceria artemisiae,"Aceria artemisiae (Canestrini, 1891)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria artemisiae,SPECIES,4544685
Aceria campestricola,Aceria brevipunctata,6912969,NA,6912969,99,EXACT,ACCEPTED,Aceria brevipunctata,"Aceria brevipunctata (Nalepa, 1889)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria brevipunctata,SPECIES,6912969
Aceria brevirostris,Aceria brevirostris,4544346,NA,4544346,99,EXACT,ACCEPTED,Aceria brevirostris,"Aceria brevirostris (Nalepa, 1892)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria brevirostris,SPECIES,4544346
Aceria carinifex,Aceria carinifex,4544619,NA,4544619,99,EXACT,ACCEPTED,Aceria carinifex,"Aceria carinifex (Kieffer, 1902)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria carinifex,SPECIES,4544619
Aceria centaureae,Aceria centaureae,4544504,NA,4544504,99,EXACT,ACCEPTED,Aceria centaureae,"Aceria centaureae (Nalepa, 1891)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria centaureae,SPECIES,4544504
Aceria cephalonea,Aceria cephaloneus,4544485,NA,4544485,99,EXACT,ACCEPTED,Aceria cephaloneus,"Aceria cephaloneus (Nalepa, 1922)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria cephaloneus,SPECIES,4544485
Aceria cerrea,Aceria cerrea,4544445,NA,4544445,99,EXACT,ACCEPTED,Aceria cerrea,Aceria cerrea Nalepa,Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria cerrea,SPECIES,4544445
Aceria convolvuli,Aceria convolvuli,4544286,NA,4544286,99,EXACT,ACCEPTED,Aceria convolvuli,"Aceria convolvuli (Nalepa, 1898)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria convolvuli,SPECIES,4544286
Aceria dispar,Aceria dispar,4544520,NA,4544520,99,EXACT,ACCEPTED,Aceria dispar,"Aceria dispar (Nalepa, 1891)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria dispar,SPECIES,4544520
Aceria empetri,Aceria empetri,4544317,NA,4544317,99,EXACT,ACCEPTED,Aceria empetri,"Aceria empetri (Liro, 1899)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria empetri,SPECIES,4544317
Aceria erinea,Aceria erinea,2128502,NA,2128502,99,EXACT,ACCEPTED,Aceria erinea,"Aceria erinea (Nalepa, 1891)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria erinea,SPECIES,2128502
Aceria exigua,Aceria exigua,4544627,NA,4544627,99,EXACT,ACCEPTED,Aceria exigua,"Aceria exigua (Liro, 1940)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria exigua,SPECIES,4544627
Aceria filiformis,Aceria filiformis,6912613,NA,6912613,99,EXACT,ACCEPTED,Aceria filiformis,"Aceria filiformis (Nalepa, 1891)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria filiformis,SPECIES,6912613
Aceria fraxinivora,Aceria fraxinivora,4544510,NA,4544510,99,EXACT,ACCEPTED,Aceria fraxinivora,"Aceria fraxinivora (Nalepa, 1909)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria fraxinivora,SPECIES,4544510
Aceria galiobia,Aceria galiobia,4544473,NA,4544473,99,EXACT,ACCEPTED,Aceria galiobia,"Aceria galiobia (G.Canestrini, 1891)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria galiobia,SPECIES,4544473
Aceria geranii,Aceria geranii,4544409,NA,4544409,99,EXACT,ACCEPTED,Aceria geranii,"Aceria geranii (G.Canestrini, 1891)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria geranii,SPECIES,4544409
Aceria hippophaena,Aceria hippophaena,4544738,NA,4544738,99,EXACT,ACCEPTED,Aceria hippophaena,"Aceria hippophaena (Nalepa, 1898)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria hippophaena,SPECIES,4544738
Aceria iteina,Aceria iteina,4544567,NA,4544567,99,EXACT,ACCEPTED,Aceria iteina,"Aceria iteina (Nalepa, 1925)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria iteina,SPECIES,4544567
Aceria jaapi,Aceria jaapi,4544548,NA,4544548,99,EXACT,ACCEPTED,Aceria jaapi,"Aceria jaapi (Nalepa, 1914)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria jaapi,SPECIES,4544548
Aceria labiatiflorae,Aceria labiatiflorae,4544467,NA,4544467,99,EXACT,ACCEPTED,Aceria labiatiflorae,"Aceria labiatiflorae (F.A.W.Thomas, 1872)",Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Aceria,Aceria labiatiflorae,SPECIES,4544467
